County,State,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,BED_UTILIZATION
Winchester,Virginia,455,389,48,0.71161741
Adams,Washington,49,16,3,0.16130137
Asotin,Washington,62,25,4,0.48800001
Benton,Washington,25,25,4,0.43430138
Benton,Washington,111,111,14,0.45585585
Benton,Washington,270,258,30,0.73808008
Chelan,Washington,198,176,20,0.69386673
Chelan,Washington,20,11,2,0.23387298
Chelan,Washington,35,25,4,0.67704111
Clallam,Washington,126,78,19,0.50358272
Clark,Washington,450,436,80,0.50864649
Clark,Washington,220,166,16,0.83779502
Cowlitz,Washington,346,166,18,0.50957257
Franklin,Washington,95,25,4,0.64963698
Grant,Washington,25,25,4,0.68241096
Grant,Washington,50,48,12,0.50702053
Grays Harbor,Washington,140,49,8,0.7815488
Grays Harbor,Washington,24,10,2,0.37753424
Island,Washington,25,25,6,0.5912329
Jefferson,Washington,42,25,6,0.48569864
King,Washington,38,25,4,0.55539727
King,Washington,371,361,91,0.75849771
King,Washington,28,25,4,0.90750682
King,Washington,274,,2,
King,Washington,413,321,89,0.95135921
King,Washington,124,124,14,0.71082634
King,Washington,333,304,20,0.56731254
King,Washington,385,181,56,0.73025054
King,Washington,830,620,54,0.68466854
King,Washington,450,436,81,0.77492774
King,Washington,171,129,10,0.57606459
King,Washington,195,73,16,0.71988374
King,Washington,349,286,32,0.57542866
King,Washington,50,24,4,0.13173516
King,Washington,321,311,54,0.63550192
King,Washington,281,179,32,0.60932124
King,Washington,371,211,28,0.86937726
Kitsap,Washington,347,298,20,0.55102509
Kittitas,Washington,50,25,6,0.25128767
Klickitat,Washington,25,14,2,0.18116464
Lewis,Washington,128,127,6,0.42076051
Lincoln,Washington,25,25,4,0.58597261
Mason,Washington,68,25,6,0.46213698
Pacific,Washington,25,25,4,0.17863014
Pierce,Washington,567,365,48,0.80351132
Pierce,Washington,80,112,16,0.61849314
Pierce,Washington,106,106,31,0.83018869
Pierce,Washington,366,374,82,0.80667192
Pierce,Washington,286,313,20,0.79582828
Skagit,Washington,43,43,6,0.39311883
Skagit,Washington,137,137,24,0.69537044
Skagit,Washington,25,25,4,0.35057533
Snohomish,Washington,112,27,4,0.3918823
Snohomish,Washington,48,48,6,0.31512558
Snohomish,Washington,501,495,49,0.79375672
Snohomish,Washington,217,178,13,0.72536558
Spokane,Washington,644,612,20,0.66412836
Spokane,Washington,388,279,35,0.48819169
Spokane,Washington,272,184,14,0.51648301
Spokane,Washington,123,123,10,0.43238667
Spokane,Washington,66,46,0,
Stevens,Washington,55,25,4,0.53008217
Stevens,Washington,65,23,4,0.27778441
Thurston,Washington,110,107,30,0.41077965
Thurston,Washington,390,304,42,0.84288931
Walla Walla,Washington,142,120,28,0.49763113
Walla Walla,Washington,,,0,
Whatcom,Washington,253,207,24,0.80009264
Whitman,Washington,36,25,6,0.38641095
Yakima,Washington,38,25,7,0.58060277
Yakima,Washington,226,208,38,0.54438883
Yakima,Washington,63,25,7,0.33380821
Yakima,Washington,113,113,0,0.40778807
Barbour,West Virginia,72,12,2,0.45684931
Berkeley,West Virginia,195,146,20,0.64306623
Boone,West Virginia,25,25,4,0.44175342
Braxton,West Virginia,25,25,4,0.081753425
Cabell,West Virginia,313,330,44,0.70715648
Cabell,West Virginia,393,349,32,0.6988107
Calhoun,West Virginia,42,25,4,0.16087671
Fayette,West Virginia,25,25,3,0.45928767
Fayette,West Virginia,69,25,4,0.3288767
Greenbrier,West Virginia,122,92,12,0.33913043
Hampshire,West Virginia,44,14,2,0.47005871
Brooke,West Virginia,218,127,10,0.42603818
Harrison,West Virginia,76,76,0,
Harrison,West Virginia,292,232,20,0.67525983
Jackson,West Virginia,25,25,4,0.32734248
Jefferson,West Virginia,25,25,5,0.43090412
Kanawha,West Virginia,268,822,95,0.663688
Kanawha,West Virginia,241,168,31,0.45277235
Kanawha,West Virginia,142,36,5,0.72602737
Kanawha,West Virginia,35,8,1,0.1869863
Lewis,West Virginia,70,70,6,0.2037182
Logan,West Virginia,140,132,12,0.41525528
McDowell,West Virginia,124,49,7,0.128208
Marshall,West Virginia,70,59,9,0.33587185
Mason,West Virginia,201,49,5,0.372435
Mercer,West Virginia,267,89,16,0.68579346
Mercer,West Virginia,92,57,17,0.46085075
Mineral,West Virginia,25,25,4,0.41073972
Monongalia,West Virginia,189,189,26,0.42665797
Monongalia,West Virginia,690,605,65,0.88610792
Morgan,West Virginia,41,25,4,0.37106851
Nicholas,West Virginia,105,49,6,0.50484437
Ohio,West Virginia,223,223,22,0.60304689
Pocahontas,West Virginia,25,25,4,0.16383561
Preston,West Virginia,25,25,4,0.36449316
Raleigh,West Virginia,173,100,11,0.58079451
Raleigh,West Virginia,300,300,16,0.44915068
Raleigh,West Virginia,30,30,0,
Randolph,West Virginia,80,90,16,0.27223745
Roane,West Virginia,60,25,4,0.30093151
Summers,West Virginia,25,25,4,0.30136988
Taylor,West Virginia,25,25,4,0.30794519
Tyler,West Virginia,12,25,4,0.030027397
Upshur,West Virginia,151,25,4,0.33786303
Wayne,West Virginia,80,80,1,
Webster,West Virginia,15,25,4,0.06169863
Wetzel,West Virginia,58,48,5,0.11375571
Wood,West Virginia,302,251,18,0.59546208
Adams,Wisconsin,25,25,4,0.063780822
Ashland,Wisconsin,35,25,4,0.43561643
Barron,Wisconsin,25,25,5,0.49709588
Barron,Wisconsin,25,25,4,0.23517808
Barron,Wisconsin,40,40,5,0.39554796
Brown,Wisconsin,244,161,28,0.44746023
Brown,Wisconsin,517,223,24,0.57684135
Brown,Wisconsin,158,83,8,0.40128735
Brown,Wisconsin,167,161,24,0.69825578
Burnett,Wisconsin,25,25,4,0.069150686
Calumet,Wisconsin,25,25,4,0.12854795
Chippewa,Wisconsin,25,25,4,0.53041095
Clark,Wisconsin,24,24,4,0.12260274
Chippewa,Wisconsin,193,102,6,0.3277733
Clark,Wisconsin,25,25,4,0.104
Columbia,Wisconsin,25,25,4,0.27221918
Columbia,Wisconsin,73,43,6,0.33736858
Crawford,Wisconsin,25,24,4,0.36598173
Dane,Wisconsin,35,22,4,0.31892902
Dane,Wisconsin,129,129,0,
Dane,Wisconsin,672,608,38,0.76122028
Dane,Wisconsin,440,342,27,0.69037092
Dane,Wisconsin,426,275,16,0.59239852
Dodge,Wisconsin,95,80,4,0.19592465
Dodge,Wisconsin,125,125,6,0.091046572
Dodge,Wisconsin,25,25,4,0.27747944
Door,Wisconsin,25,25,4,0.42410958
Douglas,Wisconsin,25,25,4,0.30005479
Dunn,Wisconsin,25,25,5,0.3909041
Eau Claire,Wisconsin,13,13,2,0.26617491
Eau Claire,Wisconsin,304,193,26,0.65605789
Eau Claire,Wisconsin,344,168,22,0.51586759
Fond du Lac,Wisconsin,146,115,12,0.49477071
Fond du Lac,Wisconsin,18,18,3,0.28493151
Grant,Wisconsin,25,25,4,0.18082191
Grant,Wisconsin,25,25,4,0.29972604
Grant,Wisconsin,25,25,4,0.067726031
Green,Wisconsin,95,58,6,0.40859708
Green Lake,Wisconsin,25,25,5,0.39035615
Iowa,Wisconsin,25,25,4,0.32230136
Jackson,Wisconsin,25,25,4,0.22038355
Jefferson,Wisconsin,49,49,4,0.25060105
Juneau,Wisconsin,40,40,7,0.17541096
Kenosha,Wisconsin,74,74,12,0.67415226
Kenosha,Wisconsin,315,200,15,0.48717809
La Crosse,Wisconsin,331,142,28,0.4204129
La Crosse,Wisconsin,325,266,24,0.63945717
Lafayette,Wisconsin,25,25,4,0.13117808
Langlade,Wisconsin,25,25,4,0.44558904
Lincoln,Wisconsin,25,25,4,0.10356165
Lincoln,Wisconsin,18,15,3,0.12767123
Manitowoc,Wisconsin,167,58,10,0.39206424
Manitowoc,Wisconsin,69,69,6,0.21977368
Marathon,Wisconsin,325,223,28,0.74595493
Marathon,Wisconsin,99,99,24,0.47070706
Marinette,Wisconsin,55,55,10,0.32119218
Milwaukee,Wisconsin,783,581,107,0.80663466
Milwaukee,Wisconsin,30,30,5,0.2925114
Milwaukee,Wisconsin,52,44,8,0.78731346
Milwaukee,Wisconsin,16,16,3,0.53613013
Milwaukee,Wisconsin,538,325,42,0.46979764
Milwaukee,Wisconsin,938,868,84,0.70361376
Milwaukee,Wisconsin,350,277,16,0.49428055
Milwaukee,Wisconsin,260,153,20,0.49522787
Milwaukee,Wisconsin,196,196,0,
Milwaukee,Wisconsin,432,263,48,0.66822231
Monroe,Wisconsin,,,0,
Monroe,Wisconsin,25,25,4,0.38476712
Monroe,Wisconsin,25,25,4,0.31298631
Oconto,Wisconsin,25,22,4,0.21681195
Oconto,Wisconsin,10,10,2,0.15534246
Oneida,Wisconsin,73,52,20,0.43440464
Oneida,Wisconsin,99,50,10,0.41627398
Outagamie,Wisconsin,160,147,22,0.57290095
Outagamie,Wisconsin,332,294,42,0.42507687
Outagamie,Wisconsin,25,25,5,0.32076713
Ozaukee,Wisconsin,182,120,32,0.46652967
St. Croix,Wisconsin,25,25,4,0.20339726
Polk,Wisconsin,25,25,3,0.49873972
Polk,Wisconsin,25,25,4,0.30126026
Polk,Wisconsin,23,20,3,0.16284932
Portage,Wisconsin,94,84,12,0.35877365
Price,Wisconsin,25,24,4,0.15148401
Racine,Wisconsin,314,249,23,0.57809317
Racine,Wisconsin,123,55,10,0.38171855
Richland,Wisconsin,25,25,4,0.42093152
Rock,Wisconsin,16,18,3,0.41704717
Rock,Wisconsin,240,196,15,0.40134192
Rock,Wisconsin,256,103,12,0.43633461
Rusk,Wisconsin,25,25,4,0.13731645
St. Croix,Wisconsin,25,25,4,0.36865753
St. Croix,Wisconsin,25,25,4,0.15649316
St. Croix,Wisconsin,25,25,4,0.27945206
Sauk,Wisconsin,25,25,4,0.23112328
Sauk,Wisconsin,36,36,6,0.23554033
Sauk,Wisconsin,100,43,6,0.37304875
Sawyer,Wisconsin,25,25,4,0.30816439
Shawano,Wisconsin,25,25,6,0.48131508
Sheboygan,Wisconsin,185,53,7,0.32375291
Sheboygan,Wisconsin,185,136,6,0.35890412
Taylor,Wisconsin,25,25,4,0.23528767
Trempealeau,Wisconsin,25,25,4,0.25808218
Trempealeau,Wisconsin,18,18,5,0.61598176
Vernon,Wisconsin,25,25,4,0.11693151
Vernon,Wisconsin,25,25,4,0.39890411
Vilas,Wisconsin,25,14,2,0.29667318
Walworth,Wisconsin,25,25,4,0.40909588
Walworth,Wisconsin,109,54,12,0.43327251
Washburn,Wisconsin,25,25,4,0.16295081
Washburn,Wisconsin,25,20,3,0.29849315
Washington,Wisconsin,70,70,6,0.51303327
Washington,Wisconsin,71,35,6,0.40062621
Waukesha,Wisconsin,400,240,24,0.56097031
Waukesha,Wisconsin,156,58,11,0.43169579
Waukesha,Wisconsin,237,169,15,0.47390777
Waupaca,Wisconsin,25,25,4,0.34147945
Waushara,Wisconsin,25,25,4,0.2039452
Winnebago,Wisconsin,84,72,12,0.39257991
Winnebago,Wisconsin,182,139,14,0.57822019
Winnebago,Wisconsin,157,104,12,0.34523535
Wood,Wisconsin,504,201,12,0.8783071
Wood,Wisconsin,99,45,4,0.5606088
Albany,Wyoming,99,66,4,0.19045247
Big Horn,Wyoming,10,10,2,0.2230137
Big Horn,Wyoming,15,12,2,0.58150685
Campbell,Wyoming,90,66,14,0.25832295
Carbon,Wyoming,25,25,6,0.18684931
Converse,Wyoming,25,25,5,0.28701371
Crook,Wyoming,16,16,3,0.18972602
Fremont,Wyoming,146,133,12,0.12882893
Goshen,Wyoming,25,25,4,0.19276713
Hot Springs,Wyoming,25,25,4,0.17391782
Johnson,Wyoming,25,22,4,0.27534246
Laramie,Wyoming,30,30,1,
Laramie,Wyoming,206,170,15,0.5133602
Lincoln,Wyoming,22,22,4,0.31033623
Natrona,Wyoming,249,212,14,0.46185061
Niobrara,Wyoming,24,24,4,0.83299088
Park,Wyoming,25,25,4,0.23660274
Park,Wyoming,25,25,4,0.46684933
Platte,Wyoming,25,25,4,0.16778082
Sheridan,Wyoming,208,208,1,
Sheridan,Wyoming,88,71,11,0.36752138
Sweetwater,Wyoming,99,58,10,0.21681625
Teton,Wyoming,48,48,6,0.35913241
Uinta,Wyoming,42,32,6,0.12885274
Washakie,Wyoming,18,18,3,0.28797564
Weston,Wyoming,12,12,2,0.44269407
,,120,120,21,
,,161,161,14,0.64410788
,,74,74,4,0.52532393
Aguadilla,Puerto Rico,124,124,8,0.6886434
Aibonito,Puerto Rico,150,150,6,0.44184476
Arecibo,Puerto Rico,176,176,8,0.64553237
Arecibo,Puerto Rico,120,120,6,0.69863015
,,253,253,21,0.3880665
Bayamon,Puerto Rico,146,146,6,0.84781384
Bayamon,Puerto Rico,102,102,18,0.30026859
Bayamon,Puerto Rico,336,336,39,0.75010598
Caguas,Puerto Rico,225,225,18,0.53003347
Caguas,Puerto Rico,440,440,46,0.59415942
Carolina,Puerto Rico,233,233,8,0.54701626
,,225,225,35,0.63292539
Fajardo,Puerto Rico,180,180,17,0.2357382
,,116,116,6,0.63424659
Humacao,Puerto Rico,64,64,6,0.62726885
Humacao,Puerto Rico,67,67,4,0.64183193
Humacao,Puerto Rico,165,165,29,0.14779577
Lares,Puerto Rico,,,4,
Manati,Puerto Rico,263,263,20,0.71018285
Manati,Puerto Rico,262,262,8,0.85450172
,,118,118,4,0.68439752
,,195,195,31,0.75175273
Mayaguez,Puerto Rico,158,158,9,0.40665856
Moca,Puerto Rico,106,106,7,0.46805376
Ponce,Puerto Rico,315,315,50,0.71189392
,,86,86,15,
Ponce,Puerto Rico,157,157,35,0.56448829
Ponce,Puerto Rico,183,183,16,0.53230029
Ponce,Puerto Rico,107,107,10,0.68869543
San German,Puerto Rico,167,167,12,0.60928553
San German,Puerto Rico,65,65,6,0.50356162
San Juan,Puerto Rico,68,68,68,0.86248994
San Juan,Puerto Rico,111,111,6,0.45360976
San Juan,Puerto Rico,164,164,50,0.48828936
San Juan,Puerto Rico,51,51,9,0.26482075
San Juan,Puerto Rico,209,209,4,
,,215,215,15,0.78660721
,,125,125,10,0.7191233
,,132,132,6,0.52700293
San Juan,Puerto Rico,196,196,21,0.67989933
San Juan,Puerto Rico,174,174,30,0.45898283
San Juan,Puerto Rico,477,477,17,0.64505899
San Juan,Puerto Rico,129,129,6,0.58795792
San Juan,Puerto Rico,126,126,11,0.37238529
San Juan,Puerto Rico,175,175,6,0.56518197
Vega Baja,Puerto Rico,130,130,6,0.26566914
Yauco,Puerto Rico,84,84,11,0.4783105
,,77,77,11,0.48571429
,,107,107,8,0.41518372
Philadelphia,Pennsylvania,188,188,44,0.43022901
Shelby,Tennessee,519,325,21,0.56558168
Modoc,California,16,16,3,0.2015411
Tulare,California,44,44,8,0.071793273
Orange,California,30,30,5,0.010593607
Riverside,California,120,120,25,0.54068494
Los Angeles,California,138,138,0,0.74832243
Pueblo,Colorado,494,452,0,0.94815397
Baker,Florida,25,21,4,0.13763861
Palm Beach,Florida,60,60,11,0.85894978
Lake,Indiana,40,40,7,0.76986301
Caddo,Louisiana,31,31,0,
Lafayette,Louisiana,161,161,64,0.51254249
Washtenaw,Michigan,68,24,4,0.1762557
Franklin,Mississippi,25,24,4,0.67134702
Calhoun,Mississippi,25,25,4,0.54180825
Greene,Missouri,44,44,8,0.79408467
Clay,Missouri,50,50,5,0.78865296
Carson City,Nevada,29,29,5,0.44846481
Clark,Ohio,230,230,38,0.60703993
Brunswick,North Carolina,25,25,4,0.23671232
New Hanover,North Carolina,92,92,16,0.530137
Lucas,Ohio,40,40,6,0.46534246
Luzerne,Pennsylvania,28,28,0,0.65129167
Philadelphia,Pennsylvania,38,38,7,0.6770007
Coryell,Texas,25,25,4,0.27802739
Kane,Utah,25,25,4,0.53928769
Dinwiddie,Virginia,4,4,1,0.1780822
Grant,West Virginia,45,25,3,0.56723285
Lincoln,Wyoming,16,13,4,0.11464699
Denton,Texas,59,4,1,
Bexar,Texas,25,26,5,0.13119073
Denton,Texas,22,18,9,0.42070016
Fort Bend,Texas,68,68,11,0.21925683
Washington,Arkansas,114,70,0,0.8229354
Maricopa,Arizona,60,60,0,0.64525115
Fayette,Kentucky,110,110,0,0.63506848
St. Landry,Louisiana,36,36,0,0.76856923
Brevard,Florida,90,90,1,0.66404873
Yavapai,Arizona,44,44,4,0.70635116
Haakon,South Dakota,18,18,3,0.62587517
Ocean,New Jersey,92,98,0,0.86544591
Tangipahoa,Louisiana,40,40,0,0.52609587
San Joaquin,California,35,35,0,0.91452056
Bibb,Georgia,42,42,0,0.62713498
Utah,Utah,40,40,9,0.62691778
Somerset,Pennsylvania,20,20,3,0.2089041
Rapides,Louisiana,196,196,0,0.60816324
Rankin,Mississippi,1479,139,0,0.8383956
Bowman,North Dakota,23,23,4,0.10196546
Philadelphia,Pennsylvania,192,192,1,0.9418807
Rapides,Louisiana,92,96,0,0.95741117
Wayne,Michigan,69,69,1,0.83720469
Russell,Alabama,58,58,2,0.95507795
Somerset,New Jersey,281,187,1,0.82032084
Collin,Texas,40,40,0,0.84157532
Montour,Pennsylvania,30,30,7,0.77479452
San Bernardino,California,106,106,0,0.93690878
Lynchburg,Virginia,36,36,6,0.50791478
Vernon,Louisiana,16,16,0,0.63082194
Chemung,New York,80,80,0,0.72246575
McCulloch,Texas,25,14,6,0.22133072
Natchitoches,Louisiana,21,21,4,0.7316373
Tarrant,Texas,33,60,15,0.22689497
Travis,Texas,263,263,0,0.92540234
Broward,Florida,126,126,0,0.77697325
Marquette,Michigan,25,25,4,0.23594521
Pierce,Washington,806,771,0,0.86544782
Richmond,Georgia,60,60,0,0.7700913
Woodward,Oklahoma,28,24,0,0.75433791
Wayne,Michigan,162,162,0,0.96030617
Cedar,Missouri,25,25,4,0.2519452
Duval,Florida,84,84,0,0.49116111
Luce,Michigan,25,25,4,0.19221918
Marathon,Wisconsin,16,16,0,0.85736299
Milwaukee,Wisconsin,144,120,0,0.4113242
Middlesex,Massachusetts,45,24,0,0.93481737
Suffolk,New York,202,202,0,0.82534415
New York,New York,133,133,0,0.82055825
San Bernardino,California,55,55,8,0.89459527
St. Mary,Louisiana,22,22,5,0.37599999
Tangipahoa,Louisiana,25,25,4,0.60427397
Lebanon,Pennsylvania,103,103,0,0.93746507
Benton,Washington,32,22,0,0.80168015
Kent,Michigan,119,119,1,0.85840911
Anoka,Minnesota,200,200,0,0.77990037
New York,New York,218,218,0,0.91999495
Riverside,California,68,68,0,0.70793712
Mercer,Illinois,22,22,4,0.12739725
Chatham,Georgia,262,112,0,0.89743149
White Pine,Nevada,25,25,4,0.184
Dallas,Texas,60,60,9,0.72945207
Burke,North Carolina,431,431,0,0.59961861
Jefferson,Texas,27,27,0,0.5532217
Jefferson,Kentucky,88,68,0,0.81043512
Potter,South Dakota,6,10,2,0.28054795
Fond du Lac,Wisconsin,25,25,0,0.51013696
Potter,Texas,37,72,11,0.57895738
Clarke,Georgia,42,42,7,0.59060663
Kane,Illinois,383,383,0,0.91178513
Cass,Indiana,16,16,0,0.53835618
Culberson,Texas,14,14,2,0.20430529
Ada,Idaho,155,150,0,0.57647491
St. Tammany,Louisiana,60,62,0,0.85111213
Tolland,Connecticut,57,57,0,0.96846914
New Castle,Delaware,35,35,7,0.81158513
Lauderdale,Mississippi,40,40,6,0.46547946
Lucas,Ohio,114,114,0,0.92458546
Madison,Missouri,144,25,4,0.23747945
Buchanan,Iowa,95,60,0,0.9190411
Utah,Utah,384,341,0,0.88001448
Norfolk,Virginia,206,185,93,0.70858198
DeKalb,Illinois,69,69,11,0.39408377
Harris,Texas,110,110,9,0.64570361
Norfolk,Massachusetts,90,90,0,0.95105022
Yellowstone,Montana,40,40,12,0.83458906
Orleans,Louisiana,167,84,10,0.24970646
Bexar,Texas,59,59,6,0.43937775
Delaware,Indiana,41,41,8,0.51660544
Alameda,California,99,99,10,0.78555417
Lincoln,Louisiana,18,18,0,0.81750381
Riverside,California,40,40,8,0.84643835
Pawnee,Kansas,613,99,0,0.66957241
Westchester,New York,86,86,33,
Marion,Florida,98,98,1,0.54101205
New Kent,Virginia,94,94,36,
Sedgwick,Kansas,60,58,0,0.31124231
Hartford,Connecticut,60,60,1,0.55273974
Suffolk,New York,274,274,0,0.9868713
Hamilton,Ohio,41,41,6,0.41142666
Hillsborough,Florida,73,73,12,0.61286789
Marion,Indiana,45,45,7,0.47178084
Allegheny,Pennsylvania,63,63,10,0.19108503
Miami-Dade,Florida,47,47,18,0.88627225
Allegheny,Pennsylvania,30,30,12,
Kings,New York,163,163,0,0.97204804
Cobb,Georgia,216,188,0,0.7541768
Waukesha,Wisconsin,2,2,0,0.41369864
Lubbock,Texas,30,30,0,0.78073061
Harris,Texas,251,251,0,0.87870979
Cameron,Texas,55,55,0,0.92792028
Tallahatchie,Mississippi,18,9,2,1
Baltimore City,Maryland,117,102,39,0.58608651
Queens,New York,349,349,0,0.92065787
Hidalgo,Texas,53,52,8,0.92237443
Mobile,Alabama,60,60,0,
Mackinac,Michigan,15,15,3,0.39378995
Montgomery,Ohio,44,44,10,0.71936488
Alger,Michigan,11,11,2,0.1120797
Hartford,Connecticut,125,125,19,0.73012656
Parmer,Texas,25,25,4,0.12164383
Wayne,Michigan,192,192,30,0.29726779
Hancock,Illinois,18,18,3,0.3238965
Hamilton,Ohio,291,291,0,0.9827143
Henrico,Virginia,60,60,10,0.74251139
Madera,California,358,358,42,0.56492692
Maricopa,Arizona,127,124,0,0.84412587
Day,South Dakota,25,20,3,0.12602739
Rockland,New York,440,440,0,0.81091529
Buncombe,North Carolina,34,34,5,0.74258631
Concordia,Louisiana,25,25,5,0.43210959
Miami-Dade,Florida,22,20,0,0.68041098
Barnes,North Dakota,25,25,4,0.32273972
Luzerne,Pennsylvania,149,127,0,0.80619133
Marin,California,60,60,17,0.78257537
Maricopa,Arizona,48,48,7,0.66038811
San Francisco,California,56,56,0,0.26663405
Washoe,Nevada,4,4,1,0.010958904
Maricopa,Arizona,475,159,0,0.5915913
Warren,Pennsylvania,152,152,0,0.90077507
Lycoming,Pennsylvania,31,31,0,0.46663719
Lewis and Clark,Montana,30,30,0,0.89123285
Shelby,Tennessee,30,30,5,0.61452055
Fremont,Iowa,25,25,4,0.092712328
Hanover,Virginia,40,40,3,0.95260274
Kanawha,West Virginia,104,40,0,0.61280823
East Baton Rouge,Louisiana,14,14,0,0.30293542
Clay,Missouri,20,25,4,0.14268494
Richland,South Carolina,35,35,5,0.65863013
Pulaski,Indiana,25,25,4,0.30717808
Brown,Wisconsin,80,80,0,0.26784247
Kennebec,Maine,92,92,0,0.80449086
Pulaski,Arkansas,222,230,0,0.90731388
Tangipahoa,Louisiana,27,27,0,0.57848805
Mercer,New Jersey,203,166,0,0.71625572
Madison,Louisiana,25,25,5,0.068273969
Montgomery,Ohio,50,50,0,0.5210411
Boulder,Colorado,104,104,0,0.72660697
Yoakum,Texas,24,24,4,0.1336758
Throckmorton,Texas,14,14,2,0.077299416
Denton,Texas,104,104,0,0.69077975
Honolulu,Hawaii,82,82,0,0.78827262
Swift,Minnesota,15,15,3,0.21680366
Allen,Indiana,36,36,0,0.69550991
White,Arkansas,27,27,4,0.3469305
Oneida,New York,67,67,0,0.42326722
Franklin,Idaho,20,20,3,0.32041097
Lubbock,Texas,56,56,9,0.52221137
Caddo,Louisiana,200,238,0,0.67742604
Cabell,West Virginia,28,28,9,0.93776906
Durham,North Carolina,30,30,5,0.86739725
Jerome,Idaho,25,18,4,0.35906881
Muskogee,Oklahoma,64,64,10,0.92153251
Cleveland,Oklahoma,182,120,0,0.9674201
Hawaii,Hawaii,11,11,2,0.8072229
Baltimore City,Maryland,120,120,21,0.81474888
Deer Lodge,Montana,174,174,0,1
Concho,Texas,16,16,3,0.054280821
Bibb,Georgia,34,34,11,0.71908677
Wyandotte,Kansas,40,40,6,0.87897259
St. Clair,Missouri,12,12,2,0.063123286
Montgomery,Texas,41,41,6,0.62753093
Montgomery,Alabama,65,65,10,0.23207587
Rankin,Mississippi,105,105,0,0.55214614
Tarrant,Texas,15,15,2,0.55452055
Perry,Mississippi,22,22,4,0.16239104
,,,,72,
Clayton,Georgia,85,75,0,0.94398588
Chatham,Georgia,40,40,6,0.65376711
Santa Rosa,Florida,100,100,0,0.75526029
Wood,Wisconsin,16,16,0,0.56421232
Gooding,Idaho,18,16,3,0.45941782
Power,Idaho,10,10,2,0.14438356
Chicot,Arkansas,10,10,0,0.61835617
King,Washington,3,3,0,0.6785388
New York,New York,21,21,0,0.87853879
